idsubsls_261,kdprov,nmprov,kdkab,nmkab,kdkec,nmkec,kddesa,nmdesa,nmsls,kk,btt,bttk,bku,bbtt_nonusaha,usaha,idsls
5104010003000702,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARKUCUPIN,0,0,0,0,0,0,51040100030007
5104010003000703,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARKUCUPIN,0,0,0,0,0,0,51040100030007
5104010003000704,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARKUCUPIN,0,0,0,0,0,0,51040100030007
5104010003000801,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARLUGLUG,0,0,0,0,0,0,51040100030008
5104010003000802,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARLUGLUG,0,0,0,0,0,0,51040100030008
5104010003000803,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARLUGLUG,0,0,0,0,0,0,51040100030008
5104010003000901,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARMANYAR,0,0,0,0,0,0,51040100030009
5104010003000902,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARMANYAR,0,0,0,0,0,0,51040100030009
5104010003001001,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPABEAN,0,0,0,0,0,0,51040100030010
5104010003001002,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPABEAN,0,0,0,0,0,0,51040100030010
5104010003001003,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPABEAN,0,0,0,0,0,0,51040100030010
5104010003001004,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPABEAN,0,0,0,0,0,0,51040100030010
5104010003001005,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPABEAN,0,0,0,0,0,0,51040100030010
5104010003001006,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPABEAN,0,0,0,0,0,0,51040100030010
5104010003001101,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPAMESAN,0,0,0,0,0,0,51040100030011
5104010003001102,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPAMESAN,0,0,0,0,0,0,51040100030011
5104010003001201,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPASEKAN,0,0,0,0,0,0,51040100030012
5104010003001202,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPASEKAN,0,0,0,0,0,0,51040100030012
5104010003001203,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPASEKAN,0,0,0,0,0,9,51040100030012
5104010003001204,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPASEKAN,0,0,0,0,0,7,51040100030012
5104010003001205,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPASEKAN,0,0,0,0,0,4,51040100030012
5104010003001206,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPASEKAN,0,0,0,0,0,0,51040100030012
5104010003001301,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPUSEH,0,0,0,0,0,1,51040100030013
5104010003001302,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPUSEH,0,0,0,0,0,2,51040100030013
5104010003001303,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARPUSEH,0,0,0,0,0,2,51040100030013
5104010003001401,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARRANGKAN,0,0,0,0,0,2,51040100030014
5104010003001402,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARRANGKAN,0,0,0,0,0,1,51040100030014
5104010003001403,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARRANGKAN,0,0,0,0,0,0,51040100030014
5104010003001404,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARRANGKAN,0,0,0,0,0,0,51040100030014
5104010003001405,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARRANGKAN,0,0,0,0,0,0,51040100030014
5104010003001500,51,BALI,04,GIANYAR,010,SUKAWATI,003,KETEWEL,BANJARTENGAH,0,0,0,0,0,1,51040100030015
5104010004000101,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARBULUH,0,0,0,0,0,0,51040100040001
5104010004000102,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARBULUH,0,0,0,0,0,0,51040100040001
5104010004000103,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARBULUH,0,0,0,0,0,0,51040100040001
5104010004000104,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARBULUH,0,0,0,0,0,0,51040100040001
5104010004000200,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARDANGINJALAN,0,0,0,0,0,0,51040100040002
5104010004000301,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARMANIKAN,0,0,0,0,0,0,51040100040003
5104010004000302,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARMANIKAN,0,0,0,0,0,0,51040100040003
5104010004000303,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARMANIKAN,0,0,0,0,0,0,51040100040003
5104010004000304,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARMANIKAN,0,0,0,0,0,0,51040100040003
5104010004000401,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARSAKIH,0,0,0,0,0,0,51040100040004
5104010004000402,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARSAKIH,0,0,0,0,0,1,51040100040004
5104010004000403,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARSAKIH,0,0,0,0,0,0,51040100040004
5104010004000404,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARSAKIH,0,0,0,0,0,0,51040100040004
5104010004000405,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARSAKIH,0,0,0,0,0,0,51040100040004
5104010004000406,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARSAKIH,0,0,0,0,0,0,51040100040004
5104010004000500,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTATAG,0,0,0,0,0,0,51040100040005
5104010004000601,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTEGAL,0,0,0,0,0,2,51040100040006
5104010004000602,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTEGAL,0,0,0,0,0,1,51040100040006
5104010004000603,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTEGAL,0,0,0,0,0,0,51040100040006
5104010004000604,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTEGAL,0,0,0,0,0,0,51040100040006
5104010004000605,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTEGAL,0,0,0,0,0,0,51040100040006
5104010004000606,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARTEGAL,0,0,0,0,0,0,51040100040006
5104010004000701,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARWANGBUNG,0,0,0,0,0,0,51040100040007
5104010004000702,51,BALI,04,GIANYAR,010,SUKAWATI,004,GUWANG,BANJARWANGBUNG,0,0,0,0,0,0,51040100040007
5104010005000101,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,6,51040100050001
5104010005000102,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,0,51040100050001
5104010005000103,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,26,51040100050001
5104010005000104,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,0,51040100050001
5104010005000105,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,0,51040100050001
5104010005000106,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,0,51040100050001
5104010005000107,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBABAKAN,0,0,0,0,0,0,51040100050001
5104010005000200,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARBEDIL,0,0,0,0,0,23,51040100050002
5104010005000300,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODPANGKUNG,0,0,0,0,0,2,51040100050003
5104010005000401,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000402,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000403,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000404,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,1,51040100050004
5104010005000405,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000406,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000407,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000408,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARDLODTANGLUK,0,0,0,0,0,0,51040100050004
5104010005000501,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000502,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000503,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,1,51040100050005
5104010005000504,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000505,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000506,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000507,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000508,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000509,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELULUNG,0,0,0,0,0,0,51040100050005
5104010005000601,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,0,51040100050006
5104010005000602,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,1,51040100050006
5104010005000603,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,0,51040100050006
5104010005000604,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,0,51040100050006
5104010005000605,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,2,51040100050006
5104010005000606,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,0,51040100050006
5104010005000607,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARGELUMPANG,0,0,0,0,0,0,51040100050006
5104010005000701,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARKEBALIAN,0,0,0,0,0,0,51040100050007
5104010005000702,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARKEBALIAN,0,0,0,0,0,0,51040100050007
5104010005000801,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARMUDITA,0,0,0,0,0,0,51040100050008
5104010005000802,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARMUDITA,0,0,0,0,0,0,51040100050008
5104010005000901,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARPEKUWUDAN,0,0,0,0,0,0,51040100050009
5104010005000902,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARPEKUWUDAN,0,0,0,0,0,0,51040100050009
5104010005001001,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARPALAK,0,0,0,0,0,0,51040100050010
5104010005001002,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARPALAK,0,0,0,0,0,0,51040100050010
5104010005001003,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARPALAK,0,0,0,0,0,0,51040100050010
5104010005001101,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTAMENG,0,0,0,0,0,0,51040100050011
5104010005001102,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTAMENG,0,0,0,0,0,0,51040100050011
5104010005001201,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTEBUANA,0,0,0,0,0,2,51040100050012
5104010005001202,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTEBUANA,0,0,0,0,0,1,51040100050012
5104010005001203,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTEBUANA,0,0,0,0,0,0,51040100050012
5104010005001301,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTELABAH,0,0,0,0,0,0,51040100050013
5104010005001302,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTELABAH,0,0,0,0,0,0,51040100050013
5104010005001303,51,BALI,04,GIANYAR,010,SUKAWATI,005,SUKAWATI,BANJARTELABAH,0,0,0,0,0,0,51040100050013
5104010006000101,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCELUK,0,0,0,0,0,1,51040100060001
5104010006000102,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCELUK,0,0,0,0,0,4,51040100060001
5104010006000103,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCELUK,0,0,0,0,0,1,51040100060001
5104010006000104,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCELUK,0,0,0,0,0,0,51040100060001
5104010006000105,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCELUK,0,0,0,0,0,3,51040100060001
5104010006000201,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCEMENGGAON,0,0,0,0,0,3,51040100060002
5104010006000202,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCEMENGGAON,0,0,0,0,0,0,51040100060002
5104010006000203,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCEMENGGAON,0,0,0,0,0,1,51040100060002
5104010006000204,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARCEMENGGAON,0,0,0,0,0,1,51040100060002
5104010006000300,51,BALI,04,GIANYAR,010,SUKAWATI,006,CELUK,BANJARTANGSUB,0,0,0,0,0,0,51040100060003
5104010007000101,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,0,51040100070001
5104010007000102,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,38,51040100070001
5104010007000103,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,0,51040100070001
5104010007000104,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,0,51040100070001
5104010007000105,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,0,51040100070001
5104010007000106,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,0,51040100070001
5104010007000107,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARAPUAN,0,0,0,0,0,13,51040100070001
5104010007000200,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARBUNGSU,0,0,0,0,0,2,51040100070002
5104010007000301,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARKEBON,0,0,0,0,0,10,51040100070003
5104010007000302,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARKEBON,0,0,0,0,0,10,51040100070003
5104010007000303,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARKEBON,0,0,0,0,0,30,51040100070003
5104010007000304,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARKEBON,0,0,0,0,0,0,51040100070003
5104010007000401,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,0,51040100070004
5104010007000402,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,0,51040100070004
5104010007000403,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,0,51040100070004
5104010007000404,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,9,51040100070004
5104010007000405,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,12,51040100070004
5104010007000406,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,0,51040100070004
5104010007000407,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARMUKTI,0,0,0,0,0,1,51040100070004
5104010007000501,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSENGGUAN,0,0,0,0,0,1,51040100070005
5104010007000502,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSENGGUAN,0,0,0,0,0,0,51040100070005
5104010007000503,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSENGGUAN,0,0,0,0,0,14,51040100070005
5104010007000601,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSESEH,0,0,0,0,0,0,51040100070006
5104010007000602,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSESEH,0,0,0,0,0,0,51040100070006
5104010007000603,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSESEH,0,0,0,0,0,0,51040100070006
5104010007000604,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSESEH,0,0,0,0,0,5,51040100070006
5104010007000605,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSESEH,0,0,0,0,0,21,51040100070006
5104010007000606,51,BALI,04,GIANYAR,010,SUKAWATI,007,SINGAPADU,BANJARSESEH,0,0,0,0,0,12,51040100070006
5104010008000101,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARABASAN,0,0,0,0,0,2,51040100080001
5104010008000102,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARABASAN,0,0,0,0,0,6,51040100080001
5104010008000103,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARABASAN,0,0,0,0,0,1,51040100080001
5104010008000201,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARBELALUAN,0,0,0,0,0,0,51040100080002
5104010008000202,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARBELALUAN,0,0,0,0,0,1,51040100080002
5104010008000300,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARGRIYAKUTRI,0,0,0,0,0,0,51040100080003
5104010008000401,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARKUTRI,0,0,0,0,0,0,51040100080004
5104010008000402,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARKUTRI,0,0,0,0,0,0,51040100080004
5104010008000403,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARKUTRI,0,0,0,0,0,0,51040100080004
5104010008000501,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARNEGARI,0,0,0,0,0,5,51040100080005
5104010008000502,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARNEGARI,0,0,0,0,0,0,51040100080005
5104010008000503,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARNEGARI,0,0,0,0,0,0,51040100080005
5104010008000504,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARNEGARI,0,0,0,0,0,0,51040100080005
5104010008000505,51,BALI,04,GIANYAR,010,SUKAWATI,008,SINGAPADUTENGAH,BANJARNEGARI,0,0,0,0,0,0,51040100080005
5104010009000101,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARBELANG,0,0,0,0,0,0,51040100090001
5104010009000102,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARBELANG,0,0,0,0,0,0,51040100090001
5104010009000201,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARBELANGKALER,0,0,0,0,0,0,51040100090002
5104010009000202,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARBELANGKALER,0,0,0,0,0,5,51040100090002
5104010009000301,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARKEDERI,0,0,0,0,0,0,51040100090003
5104010009000302,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARKEDERI,0,0,0,0,0,1,51040100090003
5104010009000303,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARKEDERI,0,0,0,0,0,0,51040100090003
5104010009000401,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSAMU,0,0,0,0,0,0,51040100090004
5104010009000402,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSAMU,0,0,0,0,0,0,51040100090004
5104010009000403,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSAMU,0,0,0,0,0,0,51040100090004
5104010009000404,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSAMU,0,0,0,0,0,0,51040100090004
5104010009000405,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSAMU,0,0,0,0,0,0,51040100090004
5104010009000406,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSAMU,0,0,0,0,0,0,51040100090004
5104010009000501,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSILAKARANG,0,0,0,0,0,0,51040100090005
5104010009000502,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSILAKARANG,0,0,0,0,0,0,51040100090005
5104010009000503,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSILAKARANG,0,0,0,0,0,0,51040100090005
5104010009000504,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSILAKARANG,0,0,0,0,0,0,51040100090005
5104010009000505,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSILAKARANG,0,0,0,0,0,0,51040100090005
5104010009000506,51,BALI,04,GIANYAR,010,SUKAWATI,009,SINGAPADUKALER,BANJARSILAKARANG,0,0,0,0,0,0,51040100090005
5104010010000100,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARBUCUAN,0,0,0,0,0,0,51040100100001
5104010010000201,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARDENTIYIS,0,0,0,0,0,0,51040100100002
5104010010000202,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARDENTIYIS,0,0,0,0,0,0,51040100100002
5104010010000203,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARDENTIYIS,0,0,0,0,0,0,51040100100002
5104010010000300,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARDLODTUNON,0,0,0,0,0,0,51040100100003
5104010010000400,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARGEDE,0,0,0,0,0,0,51040100100004
5104010010000500,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARGERIA,0,0,0,0,0,0,51040100100005
5104010010000600,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARGRIASIWA,0,0,0,0,0,0,51040100100006
5104010010000700,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARGERIH,0,0,0,0,0,0,51040100100007
5104010010000801,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARJELEKA,0,0,0,0,0,0,51040100100008
5104010010000802,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARJELEKA,0,0,0,0,0,0,51040100100008
5104010010000901,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARJUNGUT,0,0,0,0,0,1,51040100100009
5104010010000902,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARJUNGUT,0,0,0,0,0,0,51040100100009
5104010010000903,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARJUNGUT,0,0,0,0,0,1,51040100100009
5104010010001000,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARLANTANGIDUNG,0,0,0,0,0,0,51040100100010
5104010010001101,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPEKANDELAN,0,0,0,0,0,3,51040100100011
5104010010001102,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPEKANDELAN,0,0,0,0,0,0,51040100100011
5104010010001201,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENATARAN,0,0,0,0,0,2,51040100100012
5104010010001202,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENATARAN,0,0,0,0,0,0,51040100100012
5104010010001301,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENIDA,0,0,0,0,0,8,51040100100013
5104010010001302,51,BALI,04,GIANYAR,010,SUKAWATI,010,BATUAN,BANJARPENIDA,0,0,0,0,0,19,51040100100013
